11/6/2021 8:48:01,person2.personLast2evsck12.com,person2,personLast2,Boonville High School,"Automotive Collision Repair Technology, Automotive Service Technology, Diesel Service Technology","High school counselor, Friends and family",bob2,
11/6/2021 8:50:43,person4.personLast4evsck12.com,person4,personLast4,Mr. Vernon High School,"Automotive Service Technology, Computer Networking Technology/CISCO, Computer Science/Software Development, Electrical Technology",High school counselor,bob4,
11/6/2021 8:53:47,person7.personLast7evsck12.com,person7,personLast7,Boonville High School,"Automotive Collision Repair Technology, Automotive Service Technology, Electrical Technology","High school counselor, SICTC Alumni, Current SICTC Student",bob7,
11/6/2021 8:54:10,person9.personLast9evsck12.com,person9,personLast9,Gibson Southern High School,"Automotive Service Technology, HVAC-R and Energy Systems, Welding Technology","High school counselor, SICTC Information Meetings at High School",bob9,
11/6/2021 9:00:24,person18.personLast18evsck12.com,person18,personLast18,Boonville High School,"Automotive Collision Repair Technology, Automotive Service Technology, Welding Technology",High school counselor,bob18,
11/6/2021 9:01:35,person23.personLast23evsck12.com,person23,personLast23,Master Dei High School,"Advanced Manufacturing Technology, Automotive Service Technology, Building Construction Technology, Electrical Technology",SICTC Information Meetings at High School,bob23,
11/6/2021 9:10:31,person34.personLast34evsck12.com,person34,personLast34,Harrison High School,"Automotive Service Technology, Building Construction Technology, Public Safety / Criminal Justice","Friend or Family Member, Current SICTC Student",bob34,
11/6/2021 9:18:24,person50.personLast50evsck12.com,person50,personLast50,North High School,"Automotive Collision Repair Technology, Automotive Service Technology",Friend or Family Member,bob50,
11/6/2021 9:22:35,person55.personLast55evsck12.com,person55,personLast55,North Posey High School,"Automotive Service Technology, Diesel Service Technology, Welding Technology","High school counselor, Friend or Family Member",bob55,
11/6/2021 9:26:44,person59.personLast59evsck12.com,person59,personLast59,Mr. Vernon High School,"Advanced Manufacturing Technology, Automotive Service Technology, Electrical Technology",SICTC Information Meetings at High School,bob59,
11/6/2021 9:32:57,person73.personLast73evsck12.com,person73,personLast73,Boonville High School,"Automotive Collision Repair Technology, Automotive Service Technology, Public Safety / Criminal Justice","Friend or Family Member, SICTC Information Meetings at High School",bob73,
11/6/2021 9:39:45,person80.personLast80evsck12.com,person80,personLast80,Mr. Vernon High School,"Automotive Service Technology, Public Safety / Criminal Justice",High school counselor,bob80,
11/6/2021 9:43:04,person86.personLast86evsck12.com,person86,personLast86,North High School,"Automotive Service Technology, Computer Networking Technology/CISCO, Computer Science/Software Development","High school counselor, Informational posters, SICTC Website, Current SICTC Student, SICTC Information Meetings at High School",bob86,
11/6/2021 9:48:24,person92.personLast92evsck12.com,person92,personLast92,Harrison High School,"Advanced Manufacturing Technology, Automotive Service Technology, Engineering/Architectural Design Technology, Welding Technology",High school counselor,bob92,
11/6/2021 9:53:20,person99.personLast99evsck12.com,person99,personLast99,Castle High School,"Automotive Service Technology, Welding Technology",Current SICTC Student,bob99,
11/6/2021 9:54:02,person100.personLast100evsck12.com,person100,personLast100,Castle High School,"Automotive Service Technology, Diesel Service Technology, Engineering/Architectural Design Technology, Welding Technology",Mailer,bob100,
11/6/2021 9:56:36,person101.personLast101evsck12.com,person101,personLast101,Gibson Southern High School,"Automotive Collision Repair Technology, Automotive Service Technology, Building Construction Technology, Diesel Service Technology, HVAC-R and Energy Systems, Welding Technology",High school counselor,bob101,
11/6/2021 9:57:00,person103.personLast103evsck12.com,person103,personLast103,Castle High School,"Advanced Manufacturing Technology, Automotive Collision Repair Technology, Automotive Service Technology, Diesel Service Technology, Engineering/Architectural Design Technology, Welding Technology","High school counselor, Informational posters",bob103,
11/6/2021 9:57:03,person104.personLast104evsck12.com,person104,personLast104,Castle High School,"Automotive Collision Repair Technology, Automotive Service Technology, Diesel Service Technology, Welding Technology",High school counselor,bob104,
11/6/2021 10:27:52,person129.personLast129evsck12.com,person129,personLast129,Gibson Southern High School,"Automotive Service Technology, Diesel Service Technology, Welding Technology",High school counselor,bob129,
11/6/2021 10:36:54,person132.personLast132evsck12.com,person132,personLast132,Princeton High School,"Advanced Manufacturing Technology, Automotive Collision Repair Technology, Automotive Service Technology, Building Construction Technology, Computer Networking Technology/CISCO, Diesel Service Technology, Electrical Technology, Engineering/Architectural Design Technology, HVAC-R and Energy Systems, Precision Machine Metalworking Technology, Welding Technology","High school counselor, Friend or Family Member, Current SICTC Student",bob132,
