11/6/2021 8:47:57,person1.personLast1evsck12.com,person1,personLast1,Central High School,"Advanced Manufacturing Technology, Computer Networking Technology/CISCO, Computer Science/Software Development, Electrical Technology, Engineering/Architectural Design Technology, Graphic Communications / Digital Media, HVAC-R and Energy Systems, Precision Machine Metalworking Technology",SICTC Alumni,bob1,
11/6/2021 9:00:41,person20.personLast20evsck12.com,person20,personLast20,Tecumseh High School,"Electrical Technology, Engineering/Architectural Design Technology, Precision Machine Metalworking Technology",High school counselor,bob20,
11/6/2021 9:28:16,person62.personLast62evsck12.com,person62,personLast62,Mr. Vernon High School,Precision Machine Metalworking Technology,Friends,bob62,
11/6/2021 10:18:44,person76.personLast76evsck12.com,person76,personLast76,Gibson Southern High School,"Diesel Service Technology, Precision Machine Metalworking Technology, Welding Technology",High school counselor,bob76,
11/6/2021 9:49:59,person94.personLast94evsck12.com,person94,personLast94,Castle High School,"Diesel Service Technology, Electrical Technology, Precision Machine Metalworking Technology","Friend or Family Member, SICTC Alumni",bob94,
11/6/2021 9:53:02,person98.personLast98evsck12.com,person98,personLast98,Central High School,"Electrical Technology, Precision Machine Metalworking Technology","High school counselor, Friend or Family Member",bob98,
11/6/2021 9:57:40,person105.personLast105evsck12.com,person105,personLast105,Central High School,"Electrical Technology, Precision Machine Metalworking Technology","High school counselor, Friend or Family Member",bob105,
11/6/2021 10:18:56,person122.personLast122evsck12.com,person122,personLast122,New Tech Institute,"Advanced Manufacturing Technology, Computer Networking Technology/CISCO, Computer Science/Software Development, Engineering/Architectural Design Technology, Precision Machine Metalworking Technology, Public Safety / Criminal Justice, Welding Technology","SICTC Information Meetings at High School, In same building",bob122,
11/6/2021 10:22:21,person125.personLast125evsck12.com,person125,personLast125,Wood Memorial High School,"Precision Machine Metalworking Technology, Welding Technology","High school counselor, Current SICTC Student",bob125,
11/6/2021 10:36:54,person132.personLast132evsck12.com,person132,personLast132,Princeton High School,"Advanced Manufacturing Technology, Automotive Collision Repair Technology, Automotive Service Technology, Building Construction Technology, Computer Networking Technology/CISCO, Diesel Service Technology, Electrical Technology, Engineering/Architectural Design Technology, HVAC-R and Energy Systems, Precision Machine Metalworking Technology, Welding Technology","High school counselor, Friend or Family Member, Current SICTC Student",bob132,
11/6/2021 10:41:13,person134.personLast134evsck12.com,person134,personLast134,Boonville High School,"Advanced Manufacturing Technology, Engineering/Architectural Design Technology, Precision Machine Metalworking Technology","SICTC Website, Friend or Family Member",bob134,
11/6/2021 10:41:48,person135.personLast135evsck12.com,person135,personLast135,Gibson Southern High School,"Building Construction Technology, Diesel Service Technology, Precision Machine Metalworking Technology, Welding Technology",High school counselor,bob135,
