11/6/2021 8:47:57,person1.personLast1evsck12.com,person1,personLast1,Central High School,"Advanced Manufacturing Technology, Computer Networking Technology/CISCO, Computer Science/Software Development, Electrical Technology, Engineering/Architectural Design Technology, Graphic Communications / Digital Media, HVAC-R and Energy Systems, Precision Machine Metalworking Technology",SICTC Alumni,bob1,
11/6/2021 8:50:43,person4.personLast4evsck12.com,person4,personLast4,Mr. Vernon High School,"Automotive Service Technology, Computer Networking Technology/CISCO, Computer Science/Software Development, Electrical Technology",High school counselor,bob4,
11/6/2021 8:53:47,person7.personLast7evsck12.com,person7,personLast7,Boonville High School,"Automotive Collision Repair Technology, Automotive Service Technology, Electrical Technology","High school counselor, SICTC Alumni, Current SICTC Student",bob7,
11/6/2021 8:56:34,person13.personLast13evsck12.com,person13,personLast13,Evansville Christian School,"Computer Science/Software Development, Electrical Technology, Engineering/Architectural Design Technology",High school counselor,bob13,
11/6/2021 8:57:22,person15.personLast15evsck12.com,person15,personLast15,Reitz High School,"Building Construction Technology, Diesel Service Technology, Electrical Technology",SICTC Information Meetings at High School,bob15,
11/6/2021 9:00:16,person17.personLast17evsck12.com,person17,personLast17,Reitz High School,"Building Construction Technology, Diesel Service Technology, Electrical Technology",SICTC Information Meetings at High School,bob17,
11/6/2021 9:00:41,person20.personLast20evsck12.com,person20,personLast20,Tecumseh High School,"Electrical Technology, Engineering/Architectural Design Technology, Precision Machine Metalworking Technology",High school counselor,bob20,
11/6/2021 9:01:35,person23.personLast23evsck12.com,person23,personLast23,Master Dei High School,"Advanced Manufacturing Technology, Automotive Service Technology, Building Construction Technology, Electrical Technology",SICTC Information Meetings at High School,bob23,
11/6/2021 9:05:25,person29.personLast29evsck12.com,person29,personLast29,Gibson Southern High School,"Electrical Technology, Welding Technology","High school counselor, Current SICTC Student",bob29,
11/6/2021 9:05:26,person30.personLast30evsck12.com,person30,personLast30,Gibson Southern High School,"Electrical Technology, HVAC-R and Energy Systems, Welding Technology",SICTC Information Meetings at High School,bob30,
11/6/2021 9:08:58,person32.personLast32evsck12.com,person32,personLast32,Reitz High School,"Building Construction Technology, Diesel Service Technology, Electrical Technology",SICTC Information Meetings at High School,bob32,
11/6/2021 9:13:42,person40.personLast40evsck12.com,person40,personLast40,Bosse High School,"Computer Networking Technology/CISCO, Computer Science/Software Development, Electrical Technology, Engineering/Architectural Design Technology","High school counselor, Friend or Family Member",bob40,
11/6/2021 10:01:41,person47.personLast47evsck12.com,person47,personLast47,North High School,"Computer Networking Technology/CISCO, Electrical Technology, Engineering/Architectural Design Technology, Health Science Education, Public Safety / Criminal Justice",Current SICTC Student,bob47,
11/6/2021 9:18:41,person51.personLast51evsck12.com,person51,personLast51,North Posey High School,"Building Construction Technology, Electrical Technology",High school counselor,bob51,
11/6/2021 9:26:44,person59.personLast59evsck12.com,person59,personLast59,Mr. Vernon High School,"Advanced Manufacturing Technology, Automotive Service Technology, Electrical Technology",SICTC Information Meetings at High School,bob59,
11/6/2021 10:58:27,person68.personLast68evsck12.com,person68,personLast68,Castle High School,"Computer Networking Technology/CISCO, Electrical Technology, Engineering/Architectural Design Technology","Electrical engineer ,  maybe physical therapy",bob68,
11/6/2021 9:38:16,person78.personLast78evsck12.com,person78,personLast78,Mr. Vernon High School,"Building Construction Technology, Electrical Technology",Friend or Family Member,bob78,
11/6/2021 9:44:48,person88.personLast88evsck12.com,person88,personLast88,Tecumseh High School,"Advanced Manufacturing Technology, Electrical Technology","High school counselor, Mailer",bob88,
11/6/2021 9:49:59,person94.personLast94evsck12.com,person94,personLast94,Castle High School,"Diesel Service Technology, Electrical Technology, Precision Machine Metalworking Technology","Friend or Family Member, SICTC Alumni",bob94,
11/6/2021 9:50:04,person95.personLast95evsck12.com,person95,personLast95,Reitz High School,"Automotive Collision Repair Technology, Culinary Arts, Electrical Technology, Welding Technology",Friend or Family Member,bob95,
11/6/2021 9:50:51,person97.personLast97evsck12.com,person97,personLast97,Reitz High School,"Advanced Manufacturing Technology, Electrical Technology","High school counselor, Friend or Family Member",bob97,
11/6/2021 9:53:02,person98.personLast98evsck12.com,person98,personLast98,Central High School,"Electrical Technology, Precision Machine Metalworking Technology","High school counselor, Friend or Family Member",bob98,
11/6/2021 9:57:40,person105.personLast105evsck12.com,person105,personLast105,Central High School,"Electrical Technology, Precision Machine Metalworking Technology","High school counselor, Friend or Family Member",bob105,
11/6/2021 9:59:12,person110.personLast110evsck12.com,person110,personLast110,North High School,"Building Construction Technology, Diesel Service Technology, Electrical Technology, Welding Technology","High school counselor, Informational posters, Friend or Family Member, SICTC Information Meetings at High School",bob110,
11/6/2021 10:05:19,person117.personLast117evsck12.com,person117,personLast117,Boonville High School,"Building Construction Technology, Electrical Technology, Public Safety / Criminal Justice",High school counselor,bob117,
11/6/2021 10:21:15,person123.personLast123evsck12.com,person123,personLast123,Mr. Vernon High School,"Building Construction Technology, Electrical Technology","Friend or Family Member, SICTC Alumni",bob123,
11/6/2021 10:22:56,person126.personLast126evsck12.com,person126,personLast126,Tecumseh High School,"Electrical Technology, Engineering/Architectural Design Technology","High school counselor, Friend or Family Member",bob126,
11/6/2021 10:36:54,person132.personLast132evsck12.com,person132,personLast132,Princeton High School,"Advanced Manufacturing Technology, Automotive Collision Repair Technology, Automotive Service Technology, Building Construction Technology, Computer Networking Technology/CISCO, Diesel Service Technology, Electrical Technology, Engineering/Architectural Design Technology, HVAC-R and Energy Systems, Precision Machine Metalworking Technology, Welding Technology","High school counselor, Friend or Family Member, Current SICTC Student",bob132,
