11/6/2021 8:58:45,person16.personLast16evsck12.com,person16,personLast16,Castle High School,Health Science Education,High school counselor,bob16,
11/6/2021 9:00:36,person19.personLast19evsck12.com,person19,personLast19,Boonville High School,Health Science Education,"High school counselor, Informational posters, Facebook, Instagram, Friend or Family Member, SICTC Alumni, SICTC Information Meetings at High School",bob19,
11/6/2021 9:03:12,person26.personLast26evsck12.com,person26,personLast26,Boonville High School,Health Science Education,"High school counselor, Informational posters, SICTC Information Meetings at High School",bob26,
11/6/2021 9:05:40,person31.personLast31evsck12.com,person31,personLast31,New Tech Institute,"Health Science Education, Public Safety / Criminal Justice",High school counselor,bob31,
11/6/2021 9:09:18,person33.personLast33evsck12.com,person33,personLast33,Bosse High School,"Health Science Education, Veterinary Sciences",High school counselor,bob33,
11/6/2021 9:14:18,person42.personLast42evsck12.com,person42,personLast42,North Posey High School,Health Science Education,Mailed us an invitation ,bob42,
11/6/2021 9:16:27,person45.personLast45evsck12.com,person45,personLast45,North Posey High School,Health Science Education,"High school counselor, Mailed invitation ",bob45,
11/6/2021 10:01:41,person47.personLast47evsck12.com,person47,personLast47,North High School,"Computer Networking Technology/CISCO, Electrical Technology, Engineering/Architectural Design Technology, Health Science Education, Public Safety / Criminal Justice",Current SICTC Student,bob47,
11/6/2021 9:17:06,person48.personLast48evsck12.com,person48,personLast48,New Tech Institute,"Culinary Arts, Health Science Education, Radio / TV / Communications","High school counselor, Friend or Family Member, I go to new tech ",bob48,
11/6/2021 9:19:48,person52.personLast52evsck12.com,person52,personLast52,Castle High School,Health Science Education,High school counselor,bob52,
11/6/2021 9:21:33,person53.personLast53evsck12.com,person53,personLast53,Reitz High School,Health Science Education,Friend or Family Member,bob53,
11/6/2021 9:24:46,person56.personLast56evsck12.com,person56,personLast56,Tecumseh High School,"Health Science Education, Veterinary Sciences","High school counselor, SICTC Website, Friend or Family Member, Current SICTC Student",bob56,
11/6/2021 9:25:25,person58.personLast58evsck12.com,person58,personLast58,Tecumseh High School,"Health Science Education, Veterinary Sciences","High school counselor, Current SICTC Student",bob58,
11/6/2021 9:41:37,person82.personLast82evsck12.com,person82,personLast82,North High School,Health Science Education,SICTC Information Meetings at High School,bob82,
11/6/2021 9:42:30,person84.personLast84evsck12.com,person84,personLast84,Gibson Southern High School,Health Science Education,"High school counselor, SICTC Information Meetings at High School",bob84,
11/6/2021 9:46:30,person90.personLast90evsck12.com,person90,personLast90,Central High School,"Building Construction Technology, Health Science Education, Veterinary Sciences",High school counselor,bob90,
11/6/2021 9:58:56,person107.personLast107evsck12.com,person107,personLast107,South Spencer,Health Science Education,High school counselor,bob107,
11/6/2021 9:59:08,person109.personLast109evsck12.com,person109,personLast109,South Spencer,Health Science Education,Friend or Family Member,bob109,
11/6/2021 10:11:32,person111.personLast111evsck12.com,person111,personLast111,North Posey High School,Health Science Education,High school counselor,bob111,
11/6/2021 10:00:50,person113.personLast113evsck12.com,person113,personLast113,Boonville High School,Health Science Education,"High school counselor, Informational posters, SICTC Information Meetings at High School",bob113,
11/6/2021 10:01:32,person114.personLast114evsck12.com,person114,personLast114,Gibson Southern High School,Health Science Education,"High school counselor, Current SICTC Student",bob114,
11/6/2021 10:02:24,person116.personLast116evsck12.com,person116,personLast116,New Tech Institute,"Culinary Arts, Health Science Education, Radio / TV / Communications","Friend or Family Member, My school",bob116,
11/6/2021 11:45:29,person139.personLast139evsck12.com,person139,personLast139,Tecumseh High School,Health Science Education,Friend or Family Member,bob139,
