11/6/2021 8:48:01,person2.personLast2evsck12.com,person2,personLast2,Boonville High School,"Automotive Collision Repair Technology, Automotive Service Technology, Diesel Service Technology","High school counselor, Friends and family",bob2,
11/6/2021 8:53:47,person7.personLast7evsck12.com,person7,personLast7,Boonville High School,"Automotive Collision Repair Technology, Automotive Service Technology, Electrical Technology","High school counselor, SICTC Alumni, Current SICTC Student",bob7,
11/6/2021 9:00:24,person18.personLast18evsck12.com,person18,personLast18,Boonville High School,"Automotive Collision Repair Technology, Automotive Service Technology, Welding Technology",High school counselor,bob18,
11/6/2021 9:18:24,person50.personLast50evsck12.com,person50,personLast50,North High School,"Automotive Collision Repair Technology, Automotive Service Technology",Friend or Family Member,bob50,
11/6/2021 9:25:14,person57.personLast57evsck12.com,person57,personLast57,Castle High School,"Automotive Collision Repair Technology, Culinary Arts","Informational posters, Email",bob57,
11/6/2021 9:32:57,person73.personLast73evsck12.com,person73,personLast73,Boonville High School,"Automotive Collision Repair Technology, Automotive Service Technology, Public Safety / Criminal Justice","Friend or Family Member, SICTC Information Meetings at High School",bob73,
11/6/2021 9:39:55,person81.personLast81evsck12.com,person81,personLast81,Castle High School,"Automotive Collision Repair Technology, Culinary Arts","Informational posters, Gmail",bob81,
11/6/2021 9:50:04,person95.personLast95evsck12.com,person95,personLast95,Reitz High School,"Automotive Collision Repair Technology, Culinary Arts, Electrical Technology, Welding Technology",Friend or Family Member,bob95,
11/6/2021 9:56:36,person101.personLast101evsck12.com,person101,personLast101,Gibson Southern High School,"Automotive Collision Repair Technology, Automotive Service Technology, Building Construction Technology, Diesel Service Technology, HVAC-R and Energy Systems, Welding Technology",High school counselor,bob101,
11/6/2021 9:57:00,person103.personLast103evsck12.com,person103,personLast103,Castle High School,"Advanced Manufacturing Technology, Automotive Collision Repair Technology, Automotive Service Technology, Diesel Service Technology, Engineering/Architectural Design Technology, Welding Technology","High school counselor, Informational posters",bob103,
11/6/2021 9:57:03,person104.personLast104evsck12.com,person104,personLast104,Castle High School,"Automotive Collision Repair Technology, Automotive Service Technology, Diesel Service Technology, Welding Technology",High school counselor,bob104,
11/6/2021 10:36:54,person132.personLast132evsck12.com,person132,personLast132,Princeton High School,"Advanced Manufacturing Technology, Automotive Collision Repair Technology, Automotive Service Technology, Building Construction Technology, Computer Networking Technology/CISCO, Diesel Service Technology, Electrical Technology, Engineering/Architectural Design Technology, HVAC-R and Energy Systems, Precision Machine Metalworking Technology, Welding Technology","High school counselor, Friend or Family Member, Current SICTC Student",bob132,
